"umap_1","umap_2","cell_types","cellID"
-0.310779453990645,-8.80724138804255,"Cardiac fibroblasts","sample_2d_r1_s1-cell_367"
-2.73805239963312,-11.0841226059991,"Cardiac fibroblasts","sample_2d_r1_s1-cell_373"
-2.27874401378412,-2.66110105105219,"Pericytes","sample_2d_r1_s1-cell_374"
-1.89179065990228,-8.47975058146296,"Cardiac fibroblasts","sample_2d_r1_s1-cell_377"
-2.3258188085534,2.66522651127996,"Cardiomyocytes","sample_2d_r1_s1-cell_378"
-4.02684977817315,6.43393330983343,"Cardiomyocytes","sample_2d_r1_s1-cell_379"
-0.714033456323332,-5.84052176066217,"Cardiac fibroblasts","sample_2d_r1_s1-cell_382"
-3.6703811006524,7.10422139577093,"Cardiomyocytes","sample_2d_r1_s1-cell_383"
2.52282211017829,-1.09294135161219,"Endothelial cells","sample_2d_r1_s1-cell_384"
2.84249064159613,-5.61187834330378,"Myeloid cells","sample_2d_r1_s1-cell_387"
0.382198183061891,-9.4177703339654,"Myeloid cells","sample_2d_r1_s1-cell_392"
7.07194754314643,-6.02877707072077,"Myeloid cells","sample_2d_r1_s1-cell_394"
-0.828508587358183,-9.19359011240778,"Cardiac fibroblasts","sample_2d_r1_s1-cell_395"
-12.324803383825,1.82070546559515,"Cardiomyocytes Nppa+","sample_2d_r1_s1-cell_396"
6.97788330745917,-4.87802118845759,"Myeloid cells","sample_2d_r1_s1-cell_397"
-2.80348900127191,-1.99990601130304,"Pericytes","sample_2d_r1_s1-cell_399"
-2.94867614078302,-9.86624903269587,"Cardiac fibroblasts","sample_2d_r1_s1-cell_401"
10.5247935934089,-5.1680726487237,"Myeloid cells","sample_2d_r1_s1-cell_402"
-1.15760973262567,5.49155335835638,"Cardiomyocytes","sample_2d_r1_s1-cell_405"
1.84912666511756,-2.37670988627253,"Endothelial cells","sample_2d_r1_s1-cell_409"
1.83098468017798,-2.87343759127436,"Endothelial cells","sample_2d_r1_s1-cell_410"
9.70238205623847,-5.75137085505304,"Myeloid cells","sample_2d_r1_s1-cell_411"
0.895338682653719,-3.49624294825373,"Endothelial cells","sample_2d_r1_s1-cell_413"
-12.9081163721063,-0.52088446207819,"Cardiomyocytes Nppa+","sample_2d_r1_s1-cell_414"
6.42978998851996,-6.80600113459406,"Myeloid cells","sample_2d_r1_s1-cell_415"
-2.05849674510736,-6.54132170267878,"Endothelial cells","sample_2d_r1_s1-cell_416"
-0.0266488658167783,-3.62606710978327,"Cardiomyocytes","sample_2d_r1_s1-cell_417"
1.70701512527686,-0.049337186296559,"Endothelial cells","sample_2d_r1_s1-cell_418"
-0.374809535024351,-11.5680074174005,"Cardiac fibroblasts","sample_2d_r1_s1-cell_419"
-3.14024141597528,-10.7801494080621,"Cardiac fibroblasts","sample_2d_r1_s1-cell_420"
-4.56008342075128,-5.64493412562189,"Myeloid cells","sample_2d_r1_s1-cell_423"
3.30873367023688,-7.95726103373346,"Myeloid cells","sample_2d_r1_s1-cell_424"
-2.25622323322076,-2.38803095408259,"Pericytes","sample_2d_r1_s1-cell_425"
-5.28994801807184,4.54330544881048,"Cardiomyocytes","sample_2d_r1_s1-cell_427"
1.40268441868048,-4.34049458094416,"Endothelial cells","sample_2d_r1_s1-cell_428"
7.04375216198187,-6.11637491770563,"Myeloid cells","sample_2d_r1_s1-cell_430"
-13.4130001382806,0.487730994443321,"Cardiomyocytes Nppa+","sample_2d_r1_s1-cell_434"
-3.929681332586,-5.27459520884333,"Myeloid cells","sample_2d_r1_s1-cell_435"
10.7500886602424,-4.88378424235163,"Myeloid cells","sample_2d_r1_s1-cell_436"
5.39870688152533,-7.06183666773615,"Myeloid cells","sample_2d_r1_s1-cell_440"
-4.10047343539972,-5.26473612376032,"Myeloid cells","sample_2d_r1_s1-cell_443"
-1.70125785636682,-6.99803394861994,"Cardiac fibroblasts","sample_2d_r1_s1-cell_448"
7.27568194103461,-5.19240660258112,"Myeloid cells","sample_2d_r1_s1-cell_451"
9.42960545253974,-5.84918016978083,"Myeloid cells","sample_2d_r1_s1-cell_452"
10.429892508509,-5.1718306023675,"Myeloid cells","sample_2d_r1_s1-cell_453"
-5.21299842166681,4.65006738118353,"Cardiomyocytes","sample_2d_r1_s1-cell_454"
-4.0191326456048,7.87824206761541,"Cardiomyocytes","sample_2d_r1_s1-cell_457"
0.968986479761415,-1.68730539866266,"Endothelial cells","sample_2d_r1_s1-cell_459"
9.82204815578681,-5.41040176935968,"Myeloid cells","sample_2d_r1_s1-cell_460"
9.30331036281806,-5.9516214806634,"Myeloid cells","sample_2d_r1_s1-cell_461"
10.4946603460334,-5.18008417673884,"Myeloid cells","sample_2d_r1_s1-cell_463"
-0.252351315496153,-8.6468266923028,"Cardiac fibroblasts","sample_2d_r1_s1-cell_464"
2.37494131756049,-1.72483319826899,"Endothelial cells","sample_2d_r1_s1-cell_465"
2.79014918041449,-0.49482245035944,"Endothelial cells","sample_2d_r1_s1-cell_470"
10.4265336675666,-4.91976637430964,"Myeloid cells","sample_2d_r1_s1-cell_471"
-13.8407726602532,-0.717243500431157,"Cardiomyocytes Nppa+","sample_2d_r1_s1-cell_472"
-1.67791941928644,-6.27160400934992,"Cardiac fibroblasts","sample_2d_r1_s1-cell_475"
-1.81447270679254,0.545646227518939,"Endothelial cells","sample_2d_r1_s1-cell_477"
-12.4438104944207,-0.345476933200932,"Cardiomyocytes Nppa+","sample_2d_r1_s1-cell_479"
-12.28816130924,0.919769756118678,"Cardiomyocytes Nppa+","sample_2d_r1_s1-cell_481"
-4.79971364307184,-3.71911663599787,"Smooth muscle cells","sample_2d_r1_s1-cell_483"
3.85168549251776,-9.3201140839654,"Myeloid cells","sample_2d_r1_s1-cell_484"
-12.1763372735955,1.82662837914648,"Cardiomyocytes Nppa+","sample_2d_r1_s1-cell_486"
0.345150960805231,4.63833909444036,"Cardiomyocytes","sample_2d_r1_s1-cell_489"
-4.95401385593194,-3.65690273829279,"Smooth muscle cells","sample_2d_r1_s1-cell_490"
9.47238918972235,-5.78388065882502,"Myeloid cells","sample_2d_r1_s1-cell_491"
-1.69822219180841,-9.33721155710993,"Cardiac fibroblasts","sample_2d_r1_s1-cell_492"
9.88671395015936,-5.72677225657282,"Myeloid cells","sample_2d_r1_s1-cell_493"
1.52503296566229,-1.56804973669825,"Endothelial cells","sample_2d_r1_s1-cell_494"
9.52700897884589,-5.77235693522272,"Myeloid cells","sample_2d_r1_s1-cell_495"
9.62401100826483,-5.3552212197381,"Myeloid cells","sample_2d_r1_s1-cell_497"
-1.19853809642572,-10.4829873520928,"Cardiac fibroblasts","sample_2d_r1_s1-cell_499"
4.00251003933173,-9.35753721781549,"Myeloid cells","sample_2d_r1_s1-cell_502"
1.87135514450293,-3.1800822693902,"Endothelial cells","sample_2d_r1_s1-cell_504"
4.65324684810858,-7.35502810068903,"Myeloid cells","sample_2d_r1_s1-cell_505"
-4.5449738817193,-5.67247337885675,"Myeloid cells","sample_2d_r1_s1-cell_506"
0.433737753155046,3.99748259000006,"Cardiomyocytes","sample_2d_r1_s1-cell_507"
-13.912115128515,-0.674315400798894,"Cardiomyocytes Nppa+","sample_2d_r1_s1-cell_508"
2.93477031421881,-5.79898638315973,"Myeloid cells","sample_2d_r1_s1-cell_509"
-0.755744727132506,-9.30575174876032,"Cardiac fibroblasts","sample_2d_r1_s1-cell_510"
1.78022691440802,-1.93678326197443,"Endothelial cells","sample_2d_r1_s1-cell_511"
0.648179559233004,-4.62249512263117,"Endothelial cells","sample_2d_r1_s1-cell_512"
-1.61453476714868,-9.92538351603327,"Cardiac fibroblasts","sample_2d_r1_s1-cell_513"
-13.0387916879632,-1.03438252993403,"Cardiomyocytes Nppa+","sample_2d_r1_s1-cell_516"
-0.76875063943643,-5.44855780192194,"Cardiac fibroblasts","sample_2d_r1_s1-cell_518"
-5.11447766589898,-3.44587177820978,"Smooth muscle cells","sample_2d_r1_s1-cell_519"
-1.99250486659784,-10.8234471757012,"Cardiac fibroblasts","sample_2d_r1_s1-cell_520"
