"cellID","X_centroid","Y_centroid","anno_cell_type_lvl2"
"sample_2d_r2_s1-cell_7839",9554.23169601483,5570.12089196772,"Endothelial cells"
"sample_2d_r2_s1-cell_7842",3582.17176470588,5559.26273354217,"Cardiomyocytes"
"sample_2d_r2_s1-cell_7851",3567.29296296296,5537.86388822626,"Cardiomyocytes"
"sample_2d_r2_s1-cell_7857",9481.24007685254,5478.38648308303,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_7860",9367.57931034483,5543.4983684306,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_7861",2843.73439425601,5396.33931917401,"Myeloid cells"
"sample_2d_r2_s1-cell_7865",8662.4349394486,5516.83780970507,"Myeloid cells"
"sample_2d_r2_s1-cell_7869",8164.93969107949,5481.29874636451,"Endothelial cells"
"sample_2d_r2_s1-cell_7873",9717.54141716567,5526.75226037086,"Endothelial cells"
"sample_2d_r2_s1-cell_7879",9783.01116333725,5536.92688644187,"Endocardial cells"
"sample_2d_r2_s1-cell_7881",9617.21214653239,5451.35339457284,"Cardiomyocytes"
"sample_2d_r2_s1-cell_7888",9869.20802377414,5518.16487496338,"Myeloid cells"
"sample_2d_r2_s1-cell_7891",8510.96014988101,5485.49044782703,"Cardiomyocytes"
"sample_2d_r2_s1-cell_7894",3650.50121065375,5490.7337449976,"Endothelial cells"
"sample_2d_r2_s1-cell_7895",8249.00761793144,5493.73768916169,"Myeloid cells"
"sample_2d_r2_s1-cell_7896",9194.73240079063,5499.71814053087,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_7897",9282.91598433606,5508.13734246726,"Pericytes"
"sample_2d_r2_s1-cell_7898",9922.81958217639,5444.6800430443,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_7903",3619.51065923254,5479.33107224531,"Endothelial cells"
"sample_2d_r2_s1-cell_7905",9353.22250437828,5468.05238533984,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_7907",9996.91208791209,5496.44459421543,"Myeloid cells"
"sample_2d_r2_s1-cell_7908",8020.02990015484,5414.30038261109,"Myeloid cells"
"sample_2d_r2_s1-cell_7910",9742.21529709754,5365.80728510527,"Cardiomyocytes"
"sample_2d_r2_s1-cell_7911",8085.61401145167,5487.89420383322,"Cardiomyocytes"
"sample_2d_r2_s1-cell_7917",10156.620591727,5369.81096790517,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_7918",2339.17117252805,5435.88244799622,"Cardiomyocytes"
"sample_2d_r2_s1-cell_7924",9706.16123019571,5466.71873376145,"Cardiomyocytes"
"sample_2d_r2_s1-cell_7925",9825.81705486044,5308.75581172821,"Cardiomyocytes"
"sample_2d_r2_s1-cell_7935",9057.47566646001,5448.3934599927,"Lymphoid cells"
"sample_2d_r2_s1-cell_7937",9168.8955427016,5415.19244152607,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_7940",9273.58896447468,5418.08973100782,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_7948",8741.11837655017,5443.65546073451,"Endocardial cells"
"sample_2d_r2_s1-cell_7949",9984.12772800368,5394.87254151773,"Cardiomyocytes"
"sample_2d_r2_s1-cell_7953",8543.09416048901,5396.84435281493,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_7955",8151.15087365591,5414.55093721073,"Endothelial cells"
"sample_2d_r2_s1-cell_7958",8608.2651194436,5319.2931454136,"Cardiomyocytes"
"sample_2d_r2_s1-cell_7959",8827.65147739409,5418.56347276274,"Endocardial cells"
"sample_2d_r2_s1-cell_7961",10316.9825569028,5412.56608326751,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_7962",9563.89148191365,5406.54436577499,"Cardiomyocytes"
"sample_2d_r2_s1-cell_7963",3667.6133025598,5386.97405639275,"Endothelial cells"
"sample_2d_r2_s1-cell_7965",8974.19840060929,5414.95418553804,"Endothelial cells"
"sample_2d_r2_s1-cell_7968",10426.8059074034,5368.53912897914,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_7969",10487.3335883703,5416.22272724125,"Endocardial cells"
"sample_2d_r2_s1-cell_7970",8424.20737175982,5396.07344311748,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_7971",9418.80230782284,5376.74066249077,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_7972",9685.02581501696,5369.50604723584,"Myeloid cells"
"sample_2d_r2_s1-cell_7974",8320.8853302831,5382.57623923612,"Myeloid cells"
"sample_2d_r2_s1-cell_7975",8787.13812785388,5407.28333520749,"Endocardial cells"
"sample_2d_r2_s1-cell_7981",10281.1202732374,5356.29864186988,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_7987",9362.67092471173,5353.00523463937,"Cardiomyocytes"
"sample_2d_r2_s1-cell_7989",8713.8983618764,5386.76660547069,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_7992",3574.2299474923,5352.53878129967,"Myeloid cells"
"sample_2d_r2_s1-cell_7995",8864.57699330493,5335.86235940591,"Myeloid cells"
"sample_2d_r2_s1-cell_7997",8777.84049079755,5368.54522396165,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_7998",9233.64967860422,5365.54638286967,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8000",8833.5041322314,5373.23371069336,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8001",8974.83510845564,5291.80345464422,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8002",10043.8014172799,5288.79920605431,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8003",8547.90189262263,5357.38558815331,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8005",10578.5505925251,5350.95016629102,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8009",9472.6761433869,5366.55450261073,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8010",9806.62314814815,5350.22166600404,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8011",9305.58183600131,5346.51222524999,"Myeloid cells"
"sample_2d_r2_s1-cell_8013",8359.98693126815,5356.49896154741,"Endothelial cells"
"sample_2d_r2_s1-cell_8015",9530.87503196658,5320.51153535937,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8017",9105.16901180657,5320.72007292625,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8023",10324.5985202492,5338.95373592443,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8025",8763.64867989979,5311.61073440372,"Myeloid cells"
"sample_2d_r2_s1-cell_8026",3762.83661789819,5177.96446645669,"Myeloid cells"
"sample_2d_r2_s1-cell_8029",8256.48528890464,5304.21952400029,"Myeloid cells"
"sample_2d_r2_s1-cell_8032",10644.2657441401,5301.26650947784,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8037",9967.66220028209,5306.45920191795,"Lymphoid cells"
"sample_2d_r2_s1-cell_8039",8422.51901234568,5340.77462896701,"Myeloid cells"
"sample_2d_r2_s1-cell_8040",9218.62477442201,5260.48924929607,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8041",9453.79838868147,5306.95272464177,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8049",8812.33604473818,5316.66096913534,"Myeloid cells"
"sample_2d_r2_s1-cell_8051",8720.15270684372,5315.45276538738,"Myeloid cells"
"sample_2d_r2_s1-cell_8053",8434.30128690386,5311.64269524676,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8056",8442.29603705251,5209.02789172412,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8060",10538.5366658209,5301.47017268123,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8061",9896.47016936105,5278.73648937244,"Lymphoid cells"
"sample_2d_r2_s1-cell_8063",8370.83137139494,5288.23966460888,"Endothelial cells"
"sample_2d_r2_s1-cell_8065",10451.0325443787,5296.19417156116,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8072",9333.17904903418,5268.01387199161,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8073",2808.79617098531,5187.41088650859,"Endothelial cells"
"sample_2d_r2_s1-cell_8075",10306.4403821422,5238.69872148134,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8077",8311.51326990486,5277.87673100896,"Myeloid cells"
"sample_2d_r2_s1-cell_8078",10398.0952131834,5265.97725401424,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8079",10250.2766809728,5264.20491985875,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8080",9618.47055460263,5242.34040369542,"Endothelial cells"
"sample_2d_r2_s1-cell_8083",10537.1953505136,5242.36088795261,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8087",8677.77308120133,5270.59830465604,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8090",9090.58529862174,5204.23250203149,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8093",10707.6931608133,5275.57237799145,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8094",9937.3557880968,5261.58471253651,"Lymphoid cells"
"sample_2d_r2_s1-cell_8097",8708.88243959929,5234.7710821851,"Myeloid cells"
"sample_2d_r2_s1-cell_8098",9427.81662817552,5251.15638929546,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8099",8837.47833333333,5244.0904226178,"Endothelial cells"
"sample_2d_r2_s1-cell_8100",9555.04911479155,5255.49882720293,"Endothelial cells"
"sample_2d_r2_s1-cell_8104",8156.1023902804,5194.22700129707,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8109",10667.1557174756,5220.91466056753,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8112",8336.39949928469,5225.39211585303,"Endothelial cells"
"sample_2d_r2_s1-cell_8113",8735.14795866851,5114.64959125183,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8116",8296.01727642276,5217.07541487486,"Myeloid cells"
"sample_2d_r2_s1-cell_8119",9443.6661479272,5185.14121984007,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8120",8621.48589427554,5216.6670675683,"Myeloid cells"
"sample_2d_r2_s1-cell_8122",9903.62241070668,5147.22221646072,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8126",10483.1085678936,5184.29987624335,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8130",10412.0507473062,5211.83832494661,"Endothelial cells"
"sample_2d_r2_s1-cell_8131",10127.399559956,5194.30382588669,"Lymphoid cells"
"sample_2d_r2_s1-cell_8134",10376.1537129249,5176.55698108747,"Myeloid cells"
"sample_2d_r2_s1-cell_8135",9657.56412926391,5134.10033413357,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8146",10593.7841409692,5190.30144247655,"Myeloid cells"
"sample_2d_r2_s1-cell_8156",8509.996101602,5121.58625972915,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8158",9825.94866732478,5158.27208646399,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8166",9253.28135876375,5152.32967591427,"Endothelial cells"
"sample_2d_r2_s1-cell_8167",10271.6935439935,5119.23624826541,"Endothelial cells"
"sample_2d_r2_s1-cell_8168",10563.3782390736,5112.74397256182,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8169",10654.572815534,5147.59304320649,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8170",8627.13767074047,5158.89790079383,"Myeloid cells"
"sample_2d_r2_s1-cell_8171",10174.4832635983,5140.66501018504,"Myeloid cells"
"sample_2d_r2_s1-cell_8172",10338.1646168401,5145.66073009178,"Endothelial cells"
"sample_2d_r2_s1-cell_8179",8226.17863587153,5154.83739972766,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8181",7972.79039765926,5118.82119485195,"Myeloid cells"
"sample_2d_r2_s1-cell_8183",8208.28390434676,5065.44289836403,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8184",10031.1010318415,5109.45270483232,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8187",10412.078125,5142.42804259547,"Endothelial cells"
"sample_2d_r2_s1-cell_8188",9524.54601932812,5124.37056494901,"Endothelial cells"
"sample_2d_r2_s1-cell_8191",10453.5612287256,5144.11998942085,"Endothelial cells"
"sample_2d_r2_s1-cell_8193",8328.59495323037,5118.36581355599,"Myeloid cells"
"sample_2d_r2_s1-cell_8194",10138.4258760108,5143.87868407332,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8196",8660.88518024032,5137.63241861245,"Endothelial cells"
"sample_2d_r2_s1-cell_8200",9092.03851590106,5042.30451019983,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8201",7918.90509144834,5110.88517546011,"Endothelial cells"
"sample_2d_r2_s1-cell_8204",9269.78137490008,5045.8427424762,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8205",9753.38741566717,5039.43211355804,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8207",9007.0995923913,5093.22424249357,"Myeloid cells"
"sample_2d_r2_s1-cell_8208",9410.27653438656,5069.32836394705,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8210",8795.12198706643,5082.12057840851,"Myeloid cells"
"sample_2d_r2_s1-cell_8211",8160.51136363636,5108.25988149226,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8212",9185.18186905428,5107.33513882213,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8218",8630.63810151615,5105.84874308112,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8219",10431.2685103825,4980.50809292257,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8224",8659.41602465331,5077.57498164634,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8225",10120.3951563458,5083.61289042895,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8227",8036.05239327296,5096.0946260922,"Myeloid cells"
"sample_2d_r2_s1-cell_8228",10183.0363948638,5043.35384145666,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8230",10680.5406824147,5084.04084069054,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8233",8930.44926350245,5079.73344693391,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8238",8348.69377756002,5054.9911481025,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8240",8550.62994415117,5001.67886939747,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8241",8826.0859080633,5059.52391976496,"Myeloid cells"
"sample_2d_r2_s1-cell_8246",9513.47969909829,5015.37338085594,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8251",10633.1633906634,5000.26714224952,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8255",10294.2017140468,5049.65522075444,"Endothelial cells"
"sample_2d_r2_s1-cell_8256",10089.9945632476,5024.86460762272,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8260",8435.4893081761,5040.31345496281,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8262",8862.53228962818,5047.21761439862,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8264",8943.11674728182,4968.58713768309,"Pericytes"
"sample_2d_r2_s1-cell_8265",3771.69544831566,4923.0408517663,"Pericytes"
"sample_2d_r2_s1-cell_8274",9936.68962479478,4972.54044146672,"Endothelial cells"
"sample_2d_r2_s1-cell_8280",8738.1814628699,5017.27901757672,"Lymphoid cells"
"sample_2d_r2_s1-cell_8284",9661.42791127542,5015.25722087499,"Myeloid cells"
"sample_2d_r2_s1-cell_8285",9618.65816839987,5000.95886393662,"Myeloid cells"
"sample_2d_r2_s1-cell_8287",8266.18298205888,4938.70706892133,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8288",10313.5047799637,4968.83407327977,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8292",10235.3420272673,4995.01553524376,"Endothelial cells"
"sample_2d_r2_s1-cell_8294",9830.48679577465,4990.12087701082,"Lymphoid cells"
"sample_2d_r2_s1-cell_8304",9209.64016206635,4957.0700444027,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8307",8048.05394937814,4944.19070456038,"Myeloid cells"
"sample_2d_r2_s1-cell_8315",9114.85922836288,4944.03570937484,"Myeloid cells"
"sample_2d_r2_s1-cell_8316",10542.1482917551,4890.06607644345,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8318",10084.2646817489,4921.08163140257,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8331",10227.5118975232,4868.68420130476,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8332",8649.23356973995,4950.30389610648,"Myeloid cells"
"sample_2d_r2_s1-cell_8334",7564.82597251963,4907.54379801292,"Myeloid cells"
"sample_2d_r2_s1-cell_8337",9996.61538461538,4910.0817559874,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8338",9776.29501373512,4890.05266405862,"Myeloid cells"
"sample_2d_r2_s1-cell_8345",7751.84864217252,4874.93868026271,"Myeloid cells"
"sample_2d_r2_s1-cell_8348",9013.58075117371,4878.5214834271,"Myeloid cells"
"sample_2d_r2_s1-cell_8360",9918.38515151515,4874.42836634074,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8368",9615.19768551658,4842.38377793702,"Myeloid cells"
"sample_2d_r2_s1-cell_8380",8602.84783926157,4811.24103374482,"Myeloid cells"
"sample_2d_r2_s1-cell_8381",9896.98652788853,4802.18079881167,"Myeloid cells"
"sample_2d_r2_s1-cell_8387",10120.8468571429,4850.38999404637,"Endothelial cells"
"sample_2d_r2_s1-cell_8398",10114.8550589696,4753.65776159684,"Myeloid cells"
"sample_2d_r2_s1-cell_8403",8214.36018449881,4786.55630757668,"Myeloid cells"
"sample_2d_r2_s1-cell_8405",10322.0188087774,4821.30063384335,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8412",8726.28383104654,4798.65015223846,"Myeloid cells"
"sample_2d_r2_s1-cell_8423",2915.43495107049,4704.63699623914,"Myeloid cells"
"sample_2d_r2_s1-cell_8428",3873.57793764988,4769.72560761266,"Myeloid cells"
"sample_2d_r2_s1-cell_8468",3911.99335827877,4653.19660797127,"Myeloid cells"
"sample_2d_r2_s1-cell_8471",3994.49705660377,4614.85159332759,"Myeloid cells"
"sample_2d_r2_s1-cell_8480",4190.36412879928,4653.34264715673,"Myeloid cells"
"sample_2d_r2_s1-cell_8493",3181.34016181101,4576.84529724558,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8529",3343.84786324786,4527.6610712747,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8534",2867.62574098262,4582.24842157002,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8545",9917.48689412798,4503.86073169882,"Endothelial cells"
"sample_2d_r2_s1-cell_8557",2813.79614728115,4547.04829230115,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8584",7555.05135045015,4533.54571414355,"Myeloid cells"
"sample_2d_r2_s1-cell_8606",2861.50938246332,4500.30724354678,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8633",4768.70952260672,4430.18594944636,"Endothelial cells"
"sample_2d_r2_s1-cell_8661",10396.4375185662,4379.72177840974,"Myeloid cells"
"sample_2d_r2_s1-cell_8672",3242.53562204047,4261.93747968686,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8678",10009.3474387528,4397.67659877646,"Myeloid cells"
"sample_2d_r2_s1-cell_8745",10278.2681849082,4292.25834677046,"Endothelial cells"
"sample_2d_r2_s1-cell_8746",10325.5658509761,4297.13584486533,"Pericytes"
"sample_2d_r2_s1-cell_8763",3930.8442881397,4242.77809785428,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8767",10171.2839628893,4242.3392236213,"Myeloid cells"
"sample_2d_r2_s1-cell_8772",10040.4991827395,4240.68225164689,"Myeloid cells"
"sample_2d_r2_s1-cell_8773",10098.0638786765,4246.40308280687,"Myeloid cells"
"sample_2d_r2_s1-cell_8779",2998.35134705555,4182.06437721641,"Endothelial cells"
"sample_2d_r2_s1-cell_8785",10215.9366223909,4236.69043752699,"Pericytes"
"sample_2d_r2_s1-cell_8794",10360.5703759887,4218.24648170174,"Smooth muscle cells"
"sample_2d_r2_s1-cell_8798",10254.3653543307,4213.96630000812,"Myeloid cells"
"sample_2d_r2_s1-cell_8849",3135.41615407885,4076.37713958289,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8874",5357.9725848564,4039.31575860035,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8877",2961.49732122059,4099.18163572219,"Endothelial cells"
"sample_2d_r2_s1-cell_8886",3260.1072555205,4025.15257194083,"Cardiomyocytes"
"sample_2d_r2_s1-cell_8887",3357.84956020625,4072.67007533239,"Endothelial cells"
"sample_2d_r2_s1-cell_8896",3063.36410069318,4093.00427913523,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8904",7643.84047436878,3985.41400497652,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8910",3015.62687288545,4076.16613103456,"Endothelial cells"
"sample_2d_r2_s1-cell_8936",3068.97689768977,4043.34445661643,"Endothelial cells"
"sample_2d_r2_s1-cell_8940",2991.62687215107,4009.58155273036,"Endothelial cells"
"sample_2d_r2_s1-cell_8946",3043.28818503855,3983.02123960348,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8956",3108.55867000358,3926.49156695612,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_8982",3291.17631151974,3928.65858185445,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_8996",3018.35160680529,3929.26119901531,"Endothelial cells"
"sample_2d_r2_s1-cell_9005",4106.27418015774,3893.26901391235,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_9017",7852.83032873807,3907.60124850277,"Endothelial cells"
"sample_2d_r2_s1-cell_9018",3185.80168938376,3887.17781490587,"Pericytes"
"sample_2d_r2_s1-cell_9036",7926.7321080479,3872.4205103371,"Endothelial cells"
"sample_2d_r2_s1-cell_9041",5552.29391725091,3803.34971185872,"Lymphoid cells"
"sample_2d_r2_s1-cell_9045",3038.99293424926,3834.69443705772,"Endothelial cells"
"sample_2d_r2_s1-cell_9068",8038.63018300769,3799.16965288669,"Smooth muscle cells"
"sample_2d_r2_s1-cell_9069",3100.05576851737,3805.80834123498,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_9085",6072.77107854912,3776.42958719691,"Myeloid cells"
"sample_2d_r2_s1-cell_9091",7873.29317249221,3755.71519399834,"Myeloid cells"
"sample_2d_r2_s1-cell_9117",4112.93464373464,3737.56545069782,"Myeloid cells"
"sample_2d_r2_s1-cell_9123",4048.52242328875,3688.07069855351,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_9142",6169.83372515495,3683.77070030229,"Myeloid cells"
"sample_2d_r2_s1-cell_9157",3316.62472303207,3633.17218646619,"Cardiomyocytes"
"sample_2d_r2_s1-cell_9163",6041.23234401794,3562.4840111945,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_9164",3207.29151202583,3599.69421080749,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_9166",5382.42021976909,3506.1773038933,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_9185",3173.34742327736,3665.40213202304,"Endothelial cells"
"sample_2d_r2_s1-cell_9196",3082.9243476431,3600.13319799057,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_9208",4043.25141825683,3599.58294711496,"Myeloid cells"
"sample_2d_r2_s1-cell_9248",6266.57653305479,3444.29088087108,"Myeloid cells"
"sample_2d_r2_s1-cell_9252",5734.18054828921,3424.19136515805,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_9262",3024.9846100035,3536.3160676985,"Endothelial cells"
"sample_2d_r2_s1-cell_9263",6285.65747409099,3510.3074571966,"Endothelial cells"
"sample_2d_r2_s1-cell_9270",3441.23450557103,3504.97356428115,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_9271",5962.06334519573,3416.22270621826,"Myeloid cells"
"sample_2d_r2_s1-cell_9278",3365.29244411602,3506.90401542348,"Cardiomyocytes"
"sample_2d_r2_s1-cell_9283",4043.66503965833,3461.28851683902,"Myeloid cells"
"sample_2d_r2_s1-cell_9289",3265.94291901256,3481.9491422243,"Cardiomyocytes"
"sample_2d_r2_s1-cell_9293",5849.25059571088,3493.05613633617,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_9301",3358.15728328865,3470.80314252077,"Cardiomyocytes"
"sample_2d_r2_s1-cell_9304",3464.95712098009,3468.6842631341,"Cardiomyocytes"
"sample_2d_r2_s1-cell_9307",4209.90374258641,3404.54571205227,"Myeloid cells"
"sample_2d_r2_s1-cell_9310",6174.1384083045,3449.90148786742,"Endothelial cells"
"sample_2d_r2_s1-cell_9317",6475.44767406873,3383.97478463088,"Endothelial cells"
"sample_2d_r2_s1-cell_9328",5896.5504219711,3289.72177752308,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_9332",6385.20942760943,3436.60600943839,"Endothelial cells"
"sample_2d_r2_s1-cell_9334",3342.58069173722,3379.20552218746,"Cardiomyocytes"
"sample_2d_r2_s1-cell_9336",3494.76450680974,3391.10163038857,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_9343",6134.75714701037,3391.20464651823,"Cardiomyocytes"
"sample_2d_r2_s1-cell_9349",6102.55426655187,3277.59391105237,"Myeloid cells"
"sample_2d_r2_s1-cell_9355",4772.01009591116,3369.8447865754,"Endothelial cells"
"sample_2d_r2_s1-cell_9365",6632.64798556825,3356.30044710023,"Cardiomyocytes"
"sample_2d_r2_s1-cell_9370",3726.43098782138,3247.52924631778,"Myeloid cells"
"sample_2d_r2_s1-cell_9377",6275.04010519395,3333.15251193874,"Myeloid cells"
"sample_2d_r2_s1-cell_9381",9670.45636029161,3328.19484260437,"Myeloid cells"
"sample_2d_r2_s1-cell_9396",5451.23760306585,3271.82585595058,"Myeloid cells"
"sample_2d_r2_s1-cell_9401",6576.61184689274,3265.2991594413,"Endothelial cells"
"sample_2d_r2_s1-cell_9404",6315.52989009906,3196.15612673011,"Cardiomyocytes"
"sample_2d_r2_s1-cell_9405",7782.8963454075,3296.20046373774,"Myeloid cells"
"sample_2d_r2_s1-cell_9410",7526.79108404751,3249.16873661999,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_9422",4781.33195535345,3286.96057173491,"Endothelial cells"
"sample_2d_r2_s1-cell_9424",6677.11566586978,3209.10120500726,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_9433",5096.35324107793,3250.65774946551,"Endothelial cells"
"sample_2d_r2_s1-cell_9434",6473.82589865743,3268.93368098567,"Endothelial cells"
"sample_2d_r2_s1-cell_9440",7990.83917682927,3257.73779631118,"Endothelial cells"
"sample_2d_r2_s1-cell_9441",3406.91440501044,3178.59604834705,"Myeloid cells"
"sample_2d_r2_s1-cell_9442",7752.89074208364,3249.26915479087,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_9443",6422.88954635108,3228.74950404918,"Myeloid cells"
"sample_2d_r2_s1-cell_9457",6091.77461502567,3082.08984232315,"Pericytes"
"sample_2d_r2_s1-cell_9458",7655.64976651101,3191.4365042913,"Myeloid cells"
"sample_2d_r2_s1-cell_9459",7967.82839535435,3219.71508773817,"Endothelial cells"
"sample_2d_r2_s1-cell_9460",6489.92849783639,3214.36340383707,"Endothelial cells"
"sample_2d_r2_s1-cell_9462",7817.48829854522,3219.03844511712,"Endothelial cells"
"sample_2d_r2_s1-cell_9463",6212.77156765528,3143.75140631408,"Endothelial cells"
"sample_2d_r2_s1-cell_9465",4374.26758753614,3056.21483741188,"Myeloid cells"
"sample_2d_r2_s1-cell_9468",6217.55274012964,3203.8407639765,"Endothelial cells"
"sample_2d_r2_s1-cell_9472",7876.72547743056,3179.90238070312,"Endothelial cells"
