"cellID","X_centroid","Y_centroid","anno_cell_type_lvl2"
"sample_2d_r2_s1-cell_4394",3988.77257413646,12805.9935029237,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4396",4179.71757129715,12854.9847567397,"Endocardial cells"
"sample_2d_r2_s1-cell_4405",981.095065874451,12794.5494629175,"Myeloid cells"
"sample_2d_r2_s1-cell_4406",4129.86440677966,12806.6290879999,"Myeloid cells"
"sample_2d_r2_s1-cell_4408",1245.5137755102,12732.886825679,"Myeloid cells"
"sample_2d_r2_s1-cell_4417",1934.49831309042,12740.2354161915,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4419",3118.5036491718,12708.866224801,"Myeloid cells"
"sample_2d_r2_s1-cell_4421",1316.14311676511,12797.9379961233,"Endothelial cells"
"sample_2d_r2_s1-cell_4427",2860.97707509881,12780.3042820193,"Endothelial cells"
"sample_2d_r2_s1-cell_4428",1524.37989088075,12753.8199844706,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4429",3417.0938261576,12771.1725294995,"Myeloid cells"
"sample_2d_r2_s1-cell_4430",3788.26590106007,12799.2068511892,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4434",3466.99694842844,12754.0657922939,"Myeloid cells"
"sample_2d_r2_s1-cell_4435",3814.52744258466,12767.3636242527,"Endothelial cells"
"sample_2d_r2_s1-cell_4436",3854.92865292973,12691.2706306375,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4437",1564.22097588334,12616.7897638832,"Myeloid cells"
"sample_2d_r2_s1-cell_4438",2917.54163052905,12762.5860792898,"Endothelial cells"
"sample_2d_r2_s1-cell_4439",3882.67362270451,12777.9551817401,"Myeloid cells"
"sample_2d_r2_s1-cell_4440",1285.42939079213,12708.7686633114,"Endothelial cells"
"sample_2d_r2_s1-cell_4442",4085.07881101718,12744.3364530436,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4443",3511.6824115832,12730.789512001,"Endothelial cells"
"sample_2d_r2_s1-cell_4447",3935.16782868526,12724.1523193167,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4449",3621.82605777491,12641.7212412236,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4450",447.563916430595,12690.8812492062,"Endothelial cells"
"sample_2d_r2_s1-cell_4452",3242.30428758932,12608.0129981923,"Myeloid cells"
"sample_2d_r2_s1-cell_4454",2864.53181656594,12703.3974839656,"Endothelial cells"
"sample_2d_r2_s1-cell_4469",2821.21515965383,12660.5426464742,"Endothelial cells"
"sample_2d_r2_s1-cell_4470",3433.86489361702,12686.8171348772,"Myeloid cells"
"sample_2d_r2_s1-cell_4472",3922.6632231405,12674.7998263958,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4473",3363.14877942186,12579.8073225634,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4475",3970.46818181818,12660.0919161243,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4477",3476.95455406173,12616.1248118027,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4478",3749.32181742044,12658.6844475041,"Endothelial cells"
"sample_2d_r2_s1-cell_4480",2878.42069168218,12585.6953639746,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4481",4062.69955752212,12655.3988865875,"Endocardial cells"
"sample_2d_r2_s1-cell_4487",1254.51225114855,12609.719293762,"Pericytes"
"sample_2d_r2_s1-cell_4493",4031.95523492416,12617.4429777153,"Endocardial cells"
"sample_2d_r2_s1-cell_4500",3925.36243654822,12550.3544823229,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4503",1614.00465572164,12580.3489119586,"Endothelial cells"
"sample_2d_r2_s1-cell_4505",3783.98122065728,12617.1720311579,"Endothelial cells"
"sample_2d_r2_s1-cell_4508",1065.73880018602,12530.3380324014,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4515",359.297901855384,12529.9580649919,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4517",3826.96034725481,12566.2137728223,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4518",3753.54563687129,12487.3008285379,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4522",4007.65801457195,12567.0620424461,"Endocardial cells"
"sample_2d_r2_s1-cell_4523",1182.88110336081,12535.404536668,"Endothelial cells"
"sample_2d_r2_s1-cell_4525",3515.615648593,12561.8099740444,"Endothelial cells"
"sample_2d_r2_s1-cell_4526",3617.59890417631,12408.2509215655,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4529",3434.74236484639,12500.0378977751,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4537",4006.21484918793,12497.546410354,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4538",913.961553398058,12500.5782104125,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4539",3170.63639131317,12378.8828710796,"Myeloid cells"
"sample_2d_r2_s1-cell_4541",3836.59425837321,12489.3353200887,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4547",3896.8376982329,12420.2931448005,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4550",3242.3954746963,12354.3410414132,"Myeloid cells"
"sample_2d_r2_s1-cell_4555",886.786399548533,12436.856681889,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4556",3384.81093139989,12443.1659978708,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4557",1072.07050221951,12356.0304868407,"Endothelial cells"
"sample_2d_r2_s1-cell_4558",1461.40706556334,12419.7073285922,"Endothelial cells"
"sample_2d_r2_s1-cell_4562",3835.11898859693,12420.2979518337,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4566",3309.09402412281,12404.4823446103,"Myeloid cells"
"sample_2d_r2_s1-cell_4568",3735.38180870472,12388.8072551507,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4569",3432.67032494082,12351.0732703844,"Myeloid cells"
"sample_2d_r2_s1-cell_4570",1415.73628993801,12346.0970514753,"Endothelial cells"
"sample_2d_r2_s1-cell_4576",3835.75309168443,12366.8191113172,"Myeloid cells"
"sample_2d_r2_s1-cell_4577",2866.88387748233,12354.6455082071,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4578",900.430700621993,12238.6520747545,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4580",3523.09266331658,12325.0288109882,"Endothelial cells"
"sample_2d_r2_s1-cell_4585",1477.93746231372,12251.0001796413,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4591",3934.52703385548,12317.417184691,"Endocardial cells"
"sample_2d_r2_s1-cell_4595",3727.65938153918,12295.1561071762,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4597",3855.70082226439,12292.734839804,"Myeloid cells"
"sample_2d_r2_s1-cell_4598",1254.9287976611,12181.9698247548,"Pericytes"
"sample_2d_r2_s1-cell_4599",3601.61535812672,12272.359055046,"Myeloid cells"
"sample_2d_r2_s1-cell_4602",2850.4487012987,12262.87763041,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4603",3118.50947289439,12193.179604894,"Myeloid cells"
"sample_2d_r2_s1-cell_4607",3072.36513761468,12231.4942619945,"Myeloid cells"
"sample_2d_r2_s1-cell_4608",3564.71939953811,12257.3810236296,"Myeloid cells"
"sample_2d_r2_s1-cell_4609",1176.81550330639,12178.801377273,"Endothelial cells"
"sample_2d_r2_s1-cell_4610",3793.95381433824,12235.4784504539,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4617",3509.24262710331,12231.4748537222,"Myeloid cells"
"sample_2d_r2_s1-cell_4620",3902.68300445576,12244.2213324114,"Endocardial cells"
"sample_2d_r2_s1-cell_4622",3860.88425925926,12261.2309252633,"Endocardial cells"
"sample_2d_r2_s1-cell_4623",3313.91977040816,12173.9372721076,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4624",3744.86881625442,12253.9422752175,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4626",3667.35291557876,12249.2584177689,"Myeloid cells"
"sample_2d_r2_s1-cell_4628",3707.13081026162,12219.2883218522,"Myeloid cells"
"sample_2d_r2_s1-cell_4632",3255.73107511046,12213.2805625294,"Myeloid cells"
"sample_2d_r2_s1-cell_4634",1067.07935772734,12171.6290759847,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4637",3639.73067109473,12141.8488766236,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4641",3846.55717761557,12197.3866970935,"Myeloid cells"
"sample_2d_r2_s1-cell_4643",3205.40165876777,12195.5362350755,"Myeloid cells"
"sample_2d_r2_s1-cell_4644",3447.08374004624,12177.5078401438,"Pericytes"
"sample_2d_r2_s1-cell_4645",3741.63358778626,12169.3687923015,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4646",3385.43509199959,12119.0300442359,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4648",3883.93471810089,12190.3129342753,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4651",1111.05584530604,12050.4055325512,"Endothelial cells"
"sample_2d_r2_s1-cell_4652",3787.52651515152,12168.8806201286,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4653",3567.14565117349,12010.7673953678,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4655",1407.75731530662,12108.3744272394,"Myeloid cells"
"sample_2d_r2_s1-cell_4657",939.811526479751,12145.9093434011,"Myeloid cells"
"sample_2d_r2_s1-cell_4660",3880.5252022402,12149.4845425396,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4662",3187.65415335463,12155.6038160455,"Myeloid cells"
"sample_2d_r2_s1-cell_4664",2712.43485700318,12127.6478802775,"Smooth muscle cells"
"sample_2d_r2_s1-cell_4665",3828.3284260269,12108.8539795062,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4668",2819.95565819861,12103.9680906042,"Myeloid cells"
"sample_2d_r2_s1-cell_4676",2970.46182757811,12082.0754793311,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4677",1318.66111908178,12100.2371955221,"Pericytes"
"sample_2d_r2_s1-cell_4679",3774.59398496241,12111.6990638638,"Myeloid cells"
"sample_2d_r2_s1-cell_4682",3473.76406951318,12032.284967198,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4683",847.998386836587,12067.671321265,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4687",3908.94877932025,12101.2555587048,"Endothelial cells"
"sample_2d_r2_s1-cell_4688",906.314679036361,12050.4763783477,"Myeloid cells"
"sample_2d_r2_s1-cell_4690",3740.01497137825,12087.9894359536,"Myeloid cells"
"sample_2d_r2_s1-cell_4693",824.670984455959,12091.9257631063,"Pericytes"
"sample_2d_r2_s1-cell_4696",3084.56655574043,12071.6149210728,"Endothelial cells"
"sample_2d_r2_s1-cell_4716",3892.27985074627,12012.8675477066,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4727",3069.21280515891,12023.3474545978,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4729",1357.66315789474,11997.4290999931,"Endothelial cells"
"sample_2d_r2_s1-cell_4736",3808.20599886814,12010.8589451338,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4740",843.626880958008,11900.7138038403,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4741",3346.37329931973,11994.8361028899,"Endothelial cells"
"sample_2d_r2_s1-cell_4744",821.910068965517,11981.7783684306,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4752",1365.01713090101,11908.428016352,"Pericytes"
"sample_2d_r2_s1-cell_4754",3050.30227140361,11949.7436886965,"Myeloid cells"
"sample_2d_r2_s1-cell_4757",2694.39074125103,11957.3539302744,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4759",3884.70943043884,11938.5740313946,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4760",3968.03594147583,11945.4015076778,"Endothelial cells"
"sample_2d_r2_s1-cell_4764",1153.78346810422,11941.54535074,"Myeloid cells"
"sample_2d_r2_s1-cell_4765",3324.39900559354,11888.608964303,"Myeloid cells"
"sample_2d_r2_s1-cell_4768",3693.46963629608,11773.4845314931,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4770",305.119032463399,11928.3005812974,"Pericytes"
"sample_2d_r2_s1-cell_4775",3016.87127805772,11898.4854815145,"Pericytes"
"sample_2d_r2_s1-cell_4776",3458.77562074002,11789.2954587842,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4777",3282.94796104687,11889.555451311,"Myeloid cells"
"sample_2d_r2_s1-cell_4778",1320.30061751497,11788.3745158599,"Pericytes"
"sample_2d_r2_s1-cell_4779",2808.43838193791,11838.837848367,"Myeloid cells"
"sample_2d_r2_s1-cell_4780",3845.60124016218,11853.0508968208,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4781",3628.35738664066,11892.2937600142,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4801",1138.37144861452,11843.5780367382,"Myeloid cells"
"sample_2d_r2_s1-cell_4804",3580.79120531477,11846.2811156625,"Endothelial cells"
"sample_2d_r2_s1-cell_4805",1465.99923763056,11773.788443779,"Pericytes"
"sample_2d_r2_s1-cell_4816",1943.90849837052,11783.0270442201,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4818",3540.36280208015,11740.0851269106,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4820",1533.0166006062,11648.1321834345,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4824",3342.91845961958,11641.4099615728,"Endothelial cells"
"sample_2d_r2_s1-cell_4826",1372.08921729611,11764.9721768597,"Myeloid cells"
"sample_2d_r2_s1-cell_4834",1148.98790658882,11652.8162578376,"Endothelial cells"
"sample_2d_r2_s1-cell_4837",1415.71110136375,11599.4668599619,"Endothelial cells"
"sample_2d_r2_s1-cell_4841",1266.53029490617,11738.5418377844,"Lymphoid cells"
"sample_2d_r2_s1-cell_4843",2067.80141843972,11718.4698535533,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4854",1348.37471104947,11669.5576371347,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4856",1846.67629250116,11621.9860780174,"Myeloid cells"
"sample_2d_r2_s1-cell_4860",1779.69653506454,11617.7285730885,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4867",1197.39392338177,11625.4818181641,"Endothelial cells"
"sample_2d_r2_s1-cell_4872",3459.5097278333,11601.6689498497,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4873",1087.58125655295,11535.0239533749,"Endothelial cells"
"sample_2d_r2_s1-cell_4874",1300.30110510228,11502.8532537286,"Endothelial cells"
"sample_2d_r2_s1-cell_4887",1337.50601474583,11598.2013215035,"Endothelial cells"
"sample_2d_r2_s1-cell_4891",3593.17161597232,11515.6118893902,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4898",3519.70752384316,11540.6184548628,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4905",1237.58445642408,11515.771316598,"Endothelial cells"
"sample_2d_r2_s1-cell_4906",3785.16255230126,11422.3523742018,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4911",4177.80086878577,11482.7103504652,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4916",4289.97174034695,11524.3952955093,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4918",246.557409614621,11523.4431443954,"Endothelial cells"
"sample_2d_r2_s1-cell_4931",3467.36563876652,11512.096561699,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4933",4338.51844660194,11501.5087929368,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4935",224.819284414797,11466.9332004918,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4942",4239.10611866502,11394.7067893845,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4943",4394.54471808166,11469.1477131465,"Myeloid cells"
"sample_2d_r2_s1-cell_4944",3514.6919852448,11395.572251927,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4952",4334.1631130064,11412.1594986661,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4954",930.744322344322,11419.6362162686,"Pericytes"
"sample_2d_r2_s1-cell_4956",3927.85081669691,11445.2163793199,"Myeloid cells"
"sample_2d_r2_s1-cell_4959",4431.27471315093,11379.6975837576,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_4960",1239.8040911008,11408.3611109952,"Myeloid cells"
"sample_2d_r2_s1-cell_4961",4493.98015267176,11435.840311749,"Endocardial cells"
"sample_2d_r2_s1-cell_4965",3975.92449008599,11299.7164631571,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4978",3678.06640072063,11317.9064072309,"Cardiomyocytes"
"sample_2d_r2_s1-cell_4982",223.812661870504,11401.8440454338,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4985",4502.16871611794,11353.8611219812,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4991",3893.95391449195,11377.9024369749,"Myeloid cells"
"sample_2d_r2_s1-cell_4992",4585.56300484653,11392.1761565204,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4994",4140.0505651398,11340.0371605289,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4996",3603.02006578947,11370.313759084,"Myeloid cells"
"sample_2d_r2_s1-cell_4997",1114.0297029703,11355.2067333203,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_4999",913.938214057216,11307.8436988266,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5000",4694.89636274784,11267.2252468888,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5005",197.011091703057,11293.1348424556,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5006",4567.1623655914,11315.3093857514,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5012",4757.03696382684,11320.2223186729,"Myeloid cells"
"sample_2d_r2_s1-cell_5019",4371.92722516601,11264.5820440258,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5020",4291.9695227142,11326.942475111,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5021",1145.89425725789,11286.5860099093,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5023",4523.801578354,11284.27505863,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5026",4813.86238767651,11251.8350711293,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5027",970.961124401914,11277.5139684141,"Endothelial cells"
"sample_2d_r2_s1-cell_5028",4228.90174416405,11201.2821510265,"Cardiomyocytes"
"sample_2d_r2_s1-cell_5030",4310.57911194497,11266.7001282374,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5036",1104.90996503497,11262.5779176228,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5038",4582.22567822717,11217.4135738365,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5039",4874.77758215962,11276.9316164474,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5040",3589.68317285649,11264.7349346372,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5043",4638.4967032967,11236.3216863541,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5047",1065.68170103093,11230.2042738696,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5049",4409.60962753213,11122.3686133326,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5055",4968.02523789822,11201.1943356741,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5057",4885.89057544178,11192.6565566718,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5065",4311.12731067382,11175.6166603723,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5066",4520.80600244286,11060.4968267607,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5067",4540.95923460898,11151.8724085935,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5068",173.926730828935,11145.6009575744,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5069",4917.10489085383,11100.5304903161,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5071",4613.69914675768,11092.8485747387,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5077",4354.96987951807,11162.2861684583,"Endothelial cells"
"sample_2d_r2_s1-cell_5078",1030.67990430622,11066.4818910616,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5086",4154.9219588551,11090.5054871463,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5087",4652.00344234079,11116.0188133235,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5093",4997.97521214828,11098.5055336367,"Myeloid cells"
"sample_2d_r2_s1-cell_5102",798.916369199388,11094.6139139123,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5112",4816.86319090553,11070.7126332355,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5124",3582.53505964504,11040.4933655913,"Myeloid cells"
"sample_2d_r2_s1-cell_5127",5029.25551684088,11030.4214272636,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5130",4804.36777592901,10987.1361634466,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5131",4455.15930459464,11000.026391725,"Cardiomyocytes"
"sample_2d_r2_s1-cell_5132",4891.04340921122,11017.0759618298,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5135",4956.1408418999,10971.4121674645,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5136",4706.48907681466,10963.6975136276,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5137",5052.29590316574,10958.1101100347,"Myeloid cells"
"sample_2d_r2_s1-cell_5142",4636.28065461651,10970.3760011648,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5143",840.127813100695,10860.1400539099,"Cardiomyocytes"
"sample_2d_r2_s1-cell_5144",3413.94376098418,10954.0427161152,"Myeloid cells"
"sample_2d_r2_s1-cell_5158",942.142270460546,10910.4633535848,"Endothelial cells"
"sample_2d_r2_s1-cell_5160",1026.75644028103,10907.4762170692,"Endothelial cells"
"sample_2d_r2_s1-cell_5166",4925.22492006858,10857.7158984994,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5168",4659.20664206642,10907.5643654462,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5170",4592.92547596722,10822.3759877215,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5172",5088.57974910394,10913.1297902573,"Cardiomyocytes"
"sample_2d_r2_s1-cell_5176",4798.8984895602,10887.565469581,"Myeloid cells"
"sample_2d_r2_s1-cell_5183",4782.09055330634,10788.0949528536,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5188",4340.77082830234,10855.7117413124,"Myeloid cells"
"sample_2d_r2_s1-cell_5191",5130.33306695081,10819.4501028319,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5201",5204.85787923417,10834.9251869771,"Endothelial cells"
"sample_2d_r2_s1-cell_5202",941.443659043659,10818.9930258254,"Pericytes"
"sample_2d_r2_s1-cell_5208",5062.58792535675,10745.2049302233,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5209",4676.58416966484,10714.4198948047,"Endothelial cells"
"sample_2d_r2_s1-cell_5213",5199.42707240294,10789.0198102658,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5217",1177.32375842439,10707.2982763021,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5219",4875.16342412451,10728.1162730903,"Cardiomyocytes"
"sample_2d_r2_s1-cell_5224",5270.77570584373,10743.2302589371,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5230",4960.06740712371,10750.9135727518,"Myeloid cells"
"sample_2d_r2_s1-cell_5235",5206.76804123711,10722.9545602385,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5239",4983.19311989101,10716.7930228514,"Myeloid cells"
"sample_2d_r2_s1-cell_5242",5137.31365935919,10703.3741000449,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5246",4923.90331407723,10683.3539323689,"Myeloid cells"
"sample_2d_r2_s1-cell_5250",948.304359383307,10679.0302164205,"Endothelial cells"
"sample_2d_r2_s1-cell_5253",4586.1399086758,10665.6282667143,"Endothelial cells"
"sample_2d_r2_s1-cell_5256",5181.06316610346,10670.6181457044,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5257",5266.80753880266,10665.7200440939,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5259",5408.19836956522,10669.3138484718,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5261",5374.72951667097,10632.4069674983,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5276",4748.24371021522,10665.7286002041,"Endothelial cells"
"sample_2d_r2_s1-cell_5285",4959.15512753774,10643.5489906999,"Myeloid cells"
"sample_2d_r2_s1-cell_5289",5060.56767745214,10618.8267478519,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5290",5116.86544240401,10642.6079363311,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5297",4833.03636677008,10626.7012496725,"Endothelial cells"
"sample_2d_r2_s1-cell_5299",4908.33550488599,10635.7991964661,"Myeloid cells"
"sample_2d_r2_s1-cell_5300",5001.2457537155,10616.3618405735,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5302",5317.06783919598,10557.4306390474,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5303",5190.15687540349,10624.4687943784,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5304",4737.79727772951,10616.8126287739,"Endothelial cells"
"sample_2d_r2_s1-cell_5307",4610.28785495488,10567.1146457086,"Myeloid cells"
"sample_2d_r2_s1-cell_5309",5234.31845375057,10590.0946023781,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5310",832.471859415816,10574.7559487907,"Endothelial cells"
"sample_2d_r2_s1-cell_5316",5115.07335329341,10599.2659829258,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5317",4914.44407530454,10600.2093428836,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5320",5430.94021128343,10561.9611218118,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5321",4877.10570824524,10588.0356038319,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5324",4955.31704781705,10561.7732060056,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5326",4880.88083162337,10495.1723841173,"Myeloid cells"
"sample_2d_r2_s1-cell_5329",5136.89265033407,10569.6477197861,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5330",5049.62492540282,10507.8007938986,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5331",5203.86791163744,10538.1246945051,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5332",4922.06649616368,10573.6934240793,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5335",972.26994052158,10490.6538162647,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5345",5011.54666666667,10544.4883454421,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5349",5386.30511811024,10532.6463196932,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5354",5471.00817536609,10433.9161540371,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5355",5138.28349758859,10519.3250625543,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5359",820.21957945536,10511.2657102034,"Cardiac fibroblasts"
"sample_2d_r2_s1-cell_5362",4985.61033797217,10498.3836238864,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5366",5256.96530348687,10454.9699377153,"Cardiomyocytes Nppa+"
"sample_2d_r2_s1-cell_5368",5374.07966660206,10444.4640231218,"Cardiomyocytes Nppa+"
