index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,11917.513107098881,1977.4111223173677
0,rectangle,1,11917.513107098881,3456.7020929174014
0,rectangle,2,13146.278993968263,3456.7020929174014
0,rectangle,3,13146.278993968263,1977.4111223173677
