timepoint,fov,region_name,final_cell_type,count,total_count,percentage,area_px,area_um,count_per_um2,count_per_mm2
24h,24h_83,endocardial_region,Macrophages Trem2+,9,2948,0.0030529172320217096,9242450,488925.60500000004,1.8407708469267015e-05,18.407708469267014
24h,24h_83,endocardial_region,Macrophages Trem2-,1,2948,0.00033921302578018993,9242450,488925.60500000004,2.0453009410296682e-06,2.045300941029668
24h,24h_83,endocardial_region,Mono / Macros Ccr2+,774,2948,0.26255088195386705,9242450,488925.60500000004,0.0015830629283569632,1583.0629283569633
24h,24h_83,endocardial_region,Neutrophils,159,2948,0.0539348710990502,9242450,488925.60500000004,0.00032520284962371727,325.20284962371727
24h,24h_83,endocardial_region,Other Leukocytes,19,2948,0.006445047489823609,9242450,488925.60500000004,3.88607178795637e-05,38.8607178795637
24h,24h_83,endocardial_region,Smooth muscle cells,3,2948,0.0010176390773405698,9242450,488925.60500000004,6.135902823089005e-06,6.135902823089005
24h,24h_83,epicardial_region,Cardiomyocytes,521,1717,0.3034362259755387,4797480,253786.69200000004,0.002052905122385219,2052.905122385219
24h,24h_83,epicardial_region,Cardiomyocytes Ankrd1+,560,1717,0.326150262085032,4797480,253786.69200000004,0.0022065774827940937,2206.5774827940936
24h,24h_83,epicardial_region,Endothelial cells,205,1717,0.11939429237041352,4797480,253786.69200000004,0.0008077649713799807,807.7649713799807
24h,24h_83,epicardial_region,Fibroblasts,76,1717,0.0442632498543972,4797480,253786.69200000004,0.000299464086950627,299.46408695062695
24h,24h_83,epicardial_region,Macrophages Trem2+,20,1717,0.011648223645894,4797480,253786.69200000004,7.880633867121762e-05,78.80633867121762
24h,24h_83,epicardial_region,Mono / Macros Ccr2+,128,1717,0.07454863133372161,4797480,253786.69200000004,0.0005043605674957928,504.3605674957928
24h,24h_83,epicardial_region,Neutrophils,180,1717,0.10483401281304601,4797480,253786.69200000004,0.0007092570480409586,709.2570480409586
24h,24h_83,epicardial_region,Other Leukocytes,2,1717,0.0011648223645894002,4797480,253786.69200000004,7.880633867121762e-06,7.880633867121762
24h,24h_83,epicardial_region,Smooth muscle cells,25,1717,0.014560279557367502,4797480,253786.69200000004,9.850792333902203e-05,98.50792333902203
24h,24h_83,infarct_core,Cardiomyocytes,280,10366,0.027011383368705382,48920265,2587882.0185000002,0.00010819658624248058,108.19658624248058
24h,24h_83,infarct_core,Cardiomyocytes Ankrd1+,7587,10366,0.7319120200655991,48920265,2587882.0185000002,0.0029317410707917864,2931.7410707917866
24h,24h_83,infarct_core,Endothelial cells,357,10366,0.034439513795099366,48920265,2587882.0185000002,0.00013795064745916275,137.95064745916275
24h,24h_83,infarct_core,Fibroblasts,347,10366,0.03347482153193131,48920265,2587882.0185000002,0.00013408648366478843,134.08648366478843
24h,24h_83,infarct_core,Macrophages Trem2+,8,10366,0.0007717538105344395,48920265,2587882.0185000002,3.0913310354994453e-06,3.0913310354994454
24h,24h_83,infarct_core,Mono / Macros Ccr2+,536,10366,0.05170750530580745,48920265,2587882.0185000002,0.00020711917937846281,207.1191793784628
24h,24h_83,infarct_core,Neutrophils,1077,10366,0.10389735674319892,48920265,2587882.0185000002,0.0004161704406541128,416.1704406541128
24h,24h_83,infarct_core,Other Leukocytes,29,10366,0.0027976075631873432,48920265,2587882.0185000002,1.1206075003685489e-05,11.20607500368549
24h,24h_83,infarct_core,Smooth muscle cells,145,10366,0.013988037815936716,48920265,2587882.0185000002,5.603037501842744e-05,56.03037501842744
24h,24h_83,other_cardiac_tissue,Cardiomyocytes,16906,31469,0.5372271123963266,151092689,7992803.2481,0.0021151527787223825,2115.1527787223827
24h,24h_83,other_cardiac_tissue,Cardiomyocytes Ankrd1+,2180,31469,0.06927452413486287,151092689,7992803.2481,0.0002727453600860519,272.7453600860519
24h,24h_83,other_cardiac_tissue,Endocardial cells,241,31469,0.007658330420413741,151092689,7992803.2481,3.0152124670063537e-05,30.152124670063536
24h,24h_83,other_cardiac_tissue,Endothelial cells,5693,31469,0.18090819536686897,151092689,7992803.2481,0.0007122657499861897,712.2657499861897
24h,24h_83,other_cardiac_tissue,Fibroblasts,2653,31469,0.08430518923384918,151092689,7992803.2481,0.0003319235964716953,331.9235964716953
24h,24h_83,other_cardiac_tissue,Macrophages Trem2+,153,31469,0.004861927611300009,151092689,7992803.2481,1.914222022622291e-05,19.14222022622291
24h,24h_83,other_cardiac_tissue,Macrophages Trem2-,69,31469,0.0021926340207823573,151092689,7992803.2481,8.632765984375037e-06,8.632765984375038
24h,24h_83,other_cardiac_tissue,Mono / Macros Ccr2+,2454,31469,0.07798150560869427,151092689,7992803.2481,0.0003070261989225557,307.0261989225557
24h,24h_83,other_cardiac_tissue,Neutrophils,541,31469,0.017191521815119643,151092689,7992803.2481,6.768588981952022e-05,67.68588981952021
24h,24h_83,other_cardiac_tissue,Other Leukocytes,63,31469,0.0020019701928882393,151092689,7992803.2481,7.882090681385905e-06,7.882090681385905
24h,24h_83,other_cardiac_tissue,Smooth muscle cells,516,31469,0.01639708919889415,151092689,7992803.2481,6.45580760570655e-05,64.5580760570655
24h,24h_83,remote_endocardial_region,Cardiomyocytes,776,1287,0.602952602952603,3925108,207638.21320000003,0.0037372696867341367,3737.2696867341365
24h,24h_83,remote_endocardial_region,Cardiomyocytes Ankrd1+,6,1287,0.004662004662004662,3925108,207638.21320000003,2.8896415103614458e-05,28.89641510361446
24h,24h_83,remote_endocardial_region,Endocardial cells,94,1287,0.07303807303807304,3925108,207638.21320000003,0.0004527105032899599,452.7105032899599
24h,24h_83,remote_endocardial_region,Endothelial cells,138,1287,0.10722610722610723,3925108,207638.21320000003,0.0006646175473831326,664.6175473831325
24h,24h_83,remote_endocardial_region,Fibroblasts,134,1287,0.10411810411810411,3925108,207638.21320000003,0.0006453532706473896,645.3532706473895
24h,24h_83,remote_endocardial_region,Macrophages Trem2+,2,1287,0.001554001554001554,3925108,207638.21320000003,9.632138367871487e-06,9.632138367871487
24h,24h_83,remote_endocardial_region,Mono / Macros Ccr2+,126,1287,0.0979020979020979,3925108,207638.21320000003,0.0006068247171759037,606.8247171759036
24h,24h_83,remote_endocardial_region,Neutrophils,4,1287,0.003108003108003108,3925108,207638.21320000003,1.9264276735742974e-05,19.264276735742975
24h,24h_83,remote_endocardial_region,Other Leukocytes,1,1287,0.000777000777000777,3925108,207638.21320000003,4.816069183935744e-06,4.816069183935744
24h,24h_83,remote_endocardial_region,Smooth muscle cells,6,1287,0.004662004662004662,3925108,207638.21320000003,2.8896415103614458e-05,28.89641510361446
24h,24h_86,border_zone,Cardiomyocytes,3890,10746,0.36199516099013584,56065349,2965856.9621000006,0.0013115939337970137,1311.5939337970137
24h,24h_86,border_zone,Cardiomyocytes Ankrd1+,4126,10746,0.3839568211427508,56065349,2965856.9621000006,0.0013911662135852128,1391.1662135852127
24h,24h_86,border_zone,Endocardial cells,29,10746,0.002698678578075563,56065349,2965856.9621000006,9.77794963499059e-06,9.77794963499059
24h,24h_86,border_zone,Endothelial cells,824,10746,0.07667969477014704,56065349,2965856.9621000006,0.0002778286379045602,277.8286379045602
24h,24h_86,border_zone,Fibroblasts,421,10746,0.03917736832309696,56065349,2965856.9621000006,0.00014194885504589786,141.94885504589786
24h,24h_86,border_zone,Macrophages Trem2+,14,10746,0.0013028103480364787,56065349,2965856.9621000006,4.720389478960974e-06,4.720389478960974
24h,24h_86,border_zone,Macrophages Trem2-,15,10746,0.0013958682300390843,56065349,2965856.9621000006,5.057560156029615e-06,5.0575601560296155
24h,24h_86,border_zone,Mono / Macros Ccr2+,633,10746,0.05890563930764936,56065349,2965856.9621000006,0.00021342903858444977,213.42903858444976
24h,24h_86,border_zone,Neutrophils,643,10746,0.059836218127675415,56065349,2965856.9621000006,0.00021680074535513618,216.80074535513617
24h,24h_86,border_zone,Other Leukocytes,24,10746,0.002233389168062535,56065349,2965856.9621000006,8.092096249647385e-06,8.092096249647385
24h,24h_86,border_zone,Smooth muscle cells,127,10746,0.011818351014330914,56065349,2965856.9621000006,4.282067598771741e-05,42.82067598771741
24h,24h_86,endocardial_region,Cardiomyocytes,738,1319,0.5595147839272175,4950149,261862.88210000002,0.0028182688362765862,2818.268836276586
24h,24h_86,endocardial_region,Cardiomyocytes Ankrd1+,20,1319,0.015163002274450341,4950149,261862.88210000002,7.63758492215877e-05,76.3758492215877
24h,24h_86,endocardial_region,Endocardial cells,123,1319,0.0932524639878696,4950149,261862.88210000002,0.00046971147271276443,469.7114727127644
24h,24h_86,endocardial_region,Endothelial cells,70,1319,0.05307050796057619,4950149,261862.88210000002,0.000267315472275557,267.315472275557
24h,24h_86,endocardial_region,Fibroblasts,75,1319,0.05686125852918878,4950149,261862.88210000002,0.0002864094345809539,286.4094345809539
24h,24h_86,endocardial_region,Macrophages Trem2+,2,1319,0.001516300227445034,4950149,261862.88210000002,7.63758492215877e-06,7.63758492215877
24h,24h_86,endocardial_region,Macrophages Trem2-,1,1319,0.000758150113722517,4950149,261862.88210000002,3.818792461079385e-06,3.818792461079385
24h,24h_86,endocardial_region,Mono / Macros Ccr2+,195,1319,0.14783927217589082,4950149,261862.88210000002,0.0007446645299104801,744.6645299104802
24h,24h_86,endocardial_region,Neutrophils,92,1319,0.06974981046247157,4950149,261862.88210000002,0.0003513289064193035,351.32890641930345
24h,24h_86,endocardial_region,Other Leukocytes,1,1319,0.000758150113722517,4950149,261862.88210000002,3.818792461079385e-06,3.818792461079385
24h,24h_86,endocardial_region,Smooth muscle cells,2,1319,0.001516300227445034,4950149,261862.88210000002,7.63758492215877e-06,7.63758492215877
24h,24h_86,epicardial_region,Cardiomyocytes,517,1071,0.4827264239028945,3443354,182153.4266,0.002838266672497502,2838.266672497502
24h,24h_86,epicardial_region,Cardiomyocytes Ankrd1+,231,1071,0.21568627450980393,3443354,182153.4266,0.0012681617047329264,1268.1617047329264
24h,24h_86,epicardial_region,Endothelial cells,107,1071,0.09990662931839403,3443354,182153.4266,0.0005874168935342993,587.4168935342993
24h,24h_86,epicardial_region,Fibroblasts,70,1071,0.06535947712418301,3443354,182153.4266,0.00038429142567664436,384.29142567664434
24h,24h_86,epicardial_region,Macrophages Trem2+,9,1071,0.008403361344537815,3443354,182153.4266,4.940889758699713e-05,49.408897586997135
24h,24h_86,epicardial_region,Mono / Macros Ccr2+,43,1071,0.040149393090569564,3443354,182153.4266,0.00023606473291565297,236.06473291565297
24h,24h_86,epicardial_region,Neutrophils,84,1071,0.0784313725490196,3443354,182153.4266,0.00046114971081197325,461.14971081197325
24h,24h_86,epicardial_region,Other Leukocytes,2,1071,0.0018674136321195146,3443354,182153.4266,1.0979755019332697e-05,10.979755019332696
24h,24h_86,epicardial_region,Smooth muscle cells,8,1071,0.007469654528478058,3443354,182153.4266,4.3919020077330787e-05,43.919020077330785
24h,24h_86,infarct_core,Cardiomyocytes,1584,6977,0.22703167550523148,34815934,1841762.9086000002,0.0008600455534225432,860.0455534225432
24h,24h_86,infarct_core,Cardiomyocytes Ankrd1+,4030,6977,0.5776121542210119,34815934,1841762.9086000002,0.0021881209471545766,2188.1209471545767
24h,24h_86,infarct_core,Endothelial cells,251,6977,0.03597534757058908,34815934,1841762.9086000002,0.0001362824709021833,136.2824709021833
24h,24h_86,infarct_core,Fibroblasts,148,6977,0.021212555539630213,34815934,1841762.9086000002,8.035779160766187e-05,80.35779160766187
24h,24h_86,infarct_core,Macrophages Trem2+,5,6977,0.0007166403898523721,34815934,1841762.9086000002,2.7147902570156036e-06,2.7147902570156037
24h,24h_86,infarct_core,Macrophages Trem2-,2,6977,0.00028665615594094884,34815934,1841762.9086000002,1.0859161028062413e-06,1.0859161028062414
24h,24h_86,infarct_core,Mono / Macros Ccr2+,183,6977,0.026229038268596818,34815934,1841762.9086000002,9.936132340677109e-05,99.36132340677109
24h,24h_86,infarct_core,Neutrophils,683,6977,0.09789307725383403,34815934,1841762.9086000002,0.00037084034910833143,370.84034910833145
24h,24h_86,infarct_core,Other Leukocytes,4,6977,0.0005733123118818977,34815934,1841762.9086000002,2.1718322056124827e-06,2.171832205612483
24h,24h_86,infarct_core,Smooth muscle cells,87,6977,0.012469542783431275,34815934,1841762.9086000002,4.72373504720715e-05,47.2373504720715
24h,24h_86,other_cardiac_tissue,Cardiomyocytes,31226,45652,0.6840007009550513,233698041,12362626.368900001,0.0025258386906000475,2525.8386906000474
24h,24h_86,other_cardiac_tissue,Cardiomyocytes Ankrd1+,2387,45652,0.05228686585472707,233698041,12362626.368900001,0.00019308194947999469,193.08194947999468
24h,24h_86,other_cardiac_tissue,Endocardial cells,443,45652,0.009703846490843774,233698041,12362626.368900001,3.583380964375268e-05,35.83380964375268
24h,24h_86,other_cardiac_tissue,Endothelial cells,5939,45652,0.1300928765442916,233698041,12362626.368900001,0.000480399538316585,480.399538316585
24h,24h_86,other_cardiac_tissue,Fibroblasts,2993,45652,0.0655612021379129,233698041,12362626.368900001,0.00024210065973758862,242.10065973758861
24h,24h_86,other_cardiac_tissue,Macrophages Trem2+,82,45652,0.001796197318846929,233698041,12362626.368900001,6.632894787331195e-06,6.632894787331195
24h,24h_86,other_cardiac_tissue,Macrophages Trem2-,141,45652,0.0030885831946026463,233698041,12362626.368900001,1.140534347577681e-05,11.40534347577681
24h,24h_86,other_cardiac_tissue,Mono / Macros Ccr2+,1227,45652,0.02687724524664856,233698041,12362626.368900001,9.92507549275046e-05,99.2507549275046
24h,24h_86,other_cardiac_tissue,Neutrophils,498,45652,0.010908612985192325,233698041,12362626.368900001,4.0282702488913846e-05,40.28270248891385
24h,24h_86,other_cardiac_tissue,Other Leukocytes,46,45652,0.0010076228861824236,233698041,12362626.368900001,3.7208921977711585e-06,3.7208921977711586
24h,24h_86,other_cardiac_tissue,Smooth muscle cells,670,45652,0.014676246385700517,233698041,12362626.368900001,5.419560375014513e-05,54.19560375014513
24h,24h_86,remote_endocardial_region,Cardiomyocytes,768,970,0.7917525773195876,3297857,174456.6353,0.004402240125056453,4402.240125056453
24h,24h_86,remote_endocardial_region,Cardiomyocytes Ankrd1+,4,970,0.004123711340206186,3297857,174456.6353,2.2928333984669027e-05,22.928333984669028
24h,24h_86,remote_endocardial_region,Endocardial cells,86,970,0.088659793814433,3297857,174456.6353,0.0004929591806703841,492.9591806703841
24h,24h_86,remote_endocardial_region,Endothelial cells,41,970,0.042268041237113405,3297857,174456.6353,0.00023501542334285753,235.01542334285753
24h,24h_86,remote_endocardial_region,Fibroblasts,50,970,0.05154639175257732,3297857,174456.6353,0.0002866041748083628,286.6041748083628
24h,24h_86,remote_endocardial_region,Macrophages Trem2+,2,970,0.002061855670103093,3297857,174456.6353,1.1464166992334514e-05,11.464166992334514
24h,24h_86,remote_endocardial_region,Macrophages Trem2-,3,970,0.003092783505154639,3297857,174456.6353,1.719625048850177e-05,17.196250488501768
24h,24h_86,remote_endocardial_region,Mono / Macros Ccr2+,10,970,0.010309278350515464,3297857,174456.6353,5.732083496167256e-05,57.32083496167256
24h,24h_86,remote_endocardial_region,Smooth muscle cells,6,970,0.006185567010309278,3297857,174456.6353,3.439250097700354e-05,34.392500977003536
48h,48h_76,border_zone,Cardiomyocytes,1215,8990,0.13515016685205783,41300102,2184775.3958000005,0.0005561212389775667,556.1212389775667
48h,48h_76,border_zone,Cardiomyocytes Ankrd1+,3061,8990,0.34048943270300336,41300102,2184775.3958000005,0.0014010593518603554,1401.0593518603553
48h,48h_76,border_zone,Endocardial cells,70,8990,0.00778642936596218,41300102,2184775.3958000005,3.20399067723701e-05,32.039906772370095
48h,48h_76,border_zone,Endothelial cells,1158,8990,0.12880978865406006,41300102,2184775.3958000005,0.0005300316006057797,530.0316006057797
48h,48h_76,border_zone,Fibroblasts,783,8990,0.08709677419354839,41300102,2184775.3958000005,0.0003583892428966541,358.3892428966541
48h,48h_76,border_zone,Macrophages Trem2+,391,8990,0.04349276974416018,41300102,2184775.3958000005,0.00017896576497138155,178.96576497138156
48h,48h_76,border_zone,Macrophages Trem2-,4,8990,0.0004449388209121246,41300102,2184775.3958000005,1.8308518155640057e-06,1.8308518155640057
