index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,1017.913013,3838.277572
0,rectangle,1,1017.913013,27785.94541
0,rectangle,2,24965.58085,27785.94541
0,rectangle,3,24965.58085,3838.277572
