index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,3202.654209,689.6799654
0,rectangle,1,3202.654209,24637.34781
0,rectangle,2,27150.32205,24637.34781
0,rectangle,3,27150.32205,689.6799654
