index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,2464.624508,3612.186587
0,rectangle,1,2464.624508,28798.31814
0,rectangle,2,27650.75606,28798.31814
0,rectangle,3,27650.75606,3612.186587
