index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,3202.654209,17.30330384
0,rectangle,1,3202.654209,26636.81575
0,rectangle,2,29822.16665,26636.81575
0,rectangle,3,29822.16665,17.30330384
