index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,3833.9858,2035.20651
0,rectangle,1,3833.9858,27780.5002
0,rectangle,2,27408.8913,27780.5002
0,rectangle,3,27408.8913,2035.20651
