index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,3910.785324,1027.041866
0,rectangle,1,3910.785324,24974.70971
0,rectangle,2,27858.45316,24974.70971
0,rectangle,3,27858.45316,1027.041866
