index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,11274.174446307297,13212.480462666097
0,rectangle,1,11274.174446307297,13799.134247724101
0,rectangle,2,11719.69311899547,13799.134247724101
0,rectangle,3,11719.69311899547,13212.480462666097
