index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,2947.115450177088,12032.219650388526
0,rectangle,1,2947.1154501771375,12688.794936857097
0,rectangle,2,3553.029063307101,12688.794936857168
0,rectangle,3,3553.029063307051,12032.219650388599
