index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,7854.3922032246355,7460.98561884578
0,rectangle,1,7854.3922032246355,8152.049656825826
0,rectangle,2,8494.26631246542,8152.049656825826
0,rectangle,3,8494.26631246542,7460.98561884578
