index,shape-type,vertex-index,axis-0,axis-1,axis-2
0,rectangle,0,1.0,14198.611659668675,3025.794922351858
0,rectangle,1,1.0,14198.611659668675,3390.4647975328444
0,rectangle,2,1.0,14459.295512623283,3390.4647975328444
0,rectangle,3,1.0,14459.295512623283,3025.794922351858
