index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,5321.609553454283,5654.947720846655
0,rectangle,1,5321.609553454283,6089.978624348672
0,rectangle,2,5622.673986672566,6089.978624348672
0,rectangle,3,5622.673986672566,5654.947720846655
