index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,3313.4630152351365,3405.229333402191
0,rectangle,1,3313.4630152351365,4011.1143800424093
0,rectangle,2,3750.3912090328563,4011.1143800424093
0,rectangle,3,3750.3912090328563,3405.229333402191
