index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,13250.839217541808,5316.459844438062
0,rectangle,1,13250.839217542592,6068.912513634504
0,rectangle,2,13774.900416792892,6068.912513634974
0,rectangle,3,13774.900416792456,5316.459844438534
