index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,13566.765974154856,7463.542383857416
0,rectangle,1,13566.765974154856,9052.930739402247
0,rectangle,2,14904.241469425426,9052.930739402247
0,rectangle,3,14904.241469425426,7463.542383857416
